sn	textContent
2002015,Select Camera Mode
2002016,You can change your settings later in Menu > Settings > Gameplay.
2002017,Swapped weapons keep the previous weapon's level.
2002018,Equipped
2002019,Recommended Set
2002020,Miyu Sahara
2002021,Protagonist's Level
2002022,<color=#FF423F>Alt key</color> displays cursor.
2002023,Level Up Rewards
2002024,Rec. Level: 
2002025,Wonder's {0} are not strong enough.
2002026,Your Phantom Thieves' {0} are not strong enough.
2002027,, 
2002028,Revise your party and try again.
2002029,{0} is unlocked at level <color=#FF423F>{1}</color>, and greatly increases party's status.
2002030,Schema
2002031,Weapons
2002032,Persona
2002033,Revelations
2002034,Skills
2002035,{0} unlocks when you clear mission <color=#FF423F>{1}</color>, and greatly enhances party member Attributes.
2002036,Clear Step <size=10></size><size=42>{0}</size><size=10></size> to obtain
2002037,Unlock contents using Synergy Rank
2002038,Daily Bonus Rewards Left: 
2002039,You don't have any seeds. You can buy seeds from the Flower Shop.
2002040,Filter
2002096,Puzzle Progress
2002097,Drag the piece on the right to complete the puzzle.
2002098,Daily Tasks reset at 8 PM UTC.
2002041,Haruna Nishimori
3000001,Login Failed %s
2002042,Friend Requests
2002043,Coming Soon
2002044,Lover's Standoff
2002045,Rulebreaker
2002046,Clear Cognigem
2002047,Violet Cognigem
2002048,Fierce Battles
2002049,Sign the Contract of Fate
<size=36>Please write your signature on the screen.
2002050,Teddy Bear Pajamas
2002051,Submarine Sonar
2002052,Season Ends in: 
2002053,Usage Effect: %s
2002054,Usage Effect: %s
2002055,Obtainable by cooking at home.
Also can be purchased from street stalls, restaurants, and pharmacies.
2002056,Explore
2002057,Dining
2002058,Use
2002059,Obtain
2002060,No usable items.
2002061,Left: 
2002062,Progress Gained: 
2002063,New route unlocked
2002064,Weekly Cumulative Rewards: 
2002066,Event Bonus Rewards Left: 
2002067,Your Phantom Thieves
2002068,Receive <size=44><sprite=27 tint=1> </size>x%s upon purchase.
2002069,For the best gameplay experience, this event is recommended for players who have witnessed the second Phantom Thief's awakening.
2002070,Missions reset daily at 8 PM UTC
2002072,Effective in Palaces, Metaverse, and Realm of Repression challenges.
2002073,Ranking Info
2002074,Highest Level Cleared: 
2002075,Total Points: 
2002076,Clear Points: 
2002077,Earn Challenge Points each time you clear.
2002078,Foe Party: 
2002079,Boss Traits: 
2002080,Distortion Level
2002081,Unlock Level: 
2002141, or higher
2002082,Marian
2002083,#
2002084,Day 
2102142,Castle Arc
2102143,Museum and Bank Arcs
2102144,Coming Soon
2002085,Time Left: %s d %s h
2002086,Time Left: %s h %s min
2002087,Time Left: %s min
2002088,Exchange Items
2002089,Box
2002090,Cognition Crystals
2002091,Meta Jewels
2002121,All puzzle pieces obtained. Please go to the starting screen to start the puzzle game.
2002092,Contract Present
2002093,S-rank Weapon Box
2002094,White Street Outfit
2002095,Ops
2002099,Enemy levels will scale according to Wonder's level.
2002100,Lv.
2002101,Companio
2002102,Exploration Progress: 
2002103,Clear a set amount of missions and earn high-value rewards.
2002104,Money
2002106,Clear this difficulty to automatically clear challenges below selected level.
2002107,Each Treasure Hunt guarantees 4 of the following rewards: 
2002108,Complete Tasks to earn more canned cat food.
2002109,Missions update daily at 8 PM UTC
2002132,Cash Bonus Rewards Remaining: 
2002111,OFF
2002112,Cooking
2002113,Coffee Candy
2002114,Challenge Goals
2002115,Total Points: 
2002116,{0} Active
2002117,Third Eye
2002118,Change Bait
2002119,Select Direction
2002120,Change Direction
2002244,Do you want to spend [{1}{0}] to receive [{2}]?
2002245,Event ends: %s
2002122,Point Progress: 
2002123,Recieve rewards for clearing all stages of Relativity's Labyrinth
2002124,Exclusive Costume & Avatar Frame & Player Card
2002125,Salamander Coin
2002126,Haruna Nishimori
2002127,Collect all Glass Orbs to unlock the mission Paw it Forward.
2002128,Current Glass Orbs: 
2002129,Complete daily Pass goals to get rewards. Times left: 　
2002130,<link=s|1001"><u>S Rank Boost</u></link>
2002149	Main Attribute cannot be customized
2002150	Main Attribute
2002151	Mark
2002152	Held: ¥%s
2002131	Active
2002154	Remaining Actions: 
2002155	Challenge Difficulty: 
2002133	Rank Boost
2002255	Do you want to use the following items?
2002256	Price: %s%s
2002135	<link="s|1001"><u>Rank Boost Phase I</u></link>
2002136	<link="s|1003"><u>Rank Boost Phase II</u></link>
2002137	<link="s|1004"><u>Rank Boost Phase III</u></link>
2002138	<link="s|1005"><u>Rank Boost Phase IV</u></link>
2002139	<link="s|1006"><u>Rank Boost Phase V</u></link>
2002140	The Supply Set restocks every Monday.
Try to complete daily Pass goals each week!
2002142	<link="s|1007"><u>Rank Boost Phase VI</u></link>
2002265	%s Charge Details
2002143	Rank Boost I
2002144	Rank Boost II
2002145	Rank Boost III
2002146	Rank Boost IV
2002147	Rank Boost V
2002148	Rank Boost VI
2002153	Version news available	 please wait...
2002156	Scrap weapon
2002157	Parts
2002158	Get Item
2002159	Character Training Rating: 
2002161	Stamina Mode: 
2002162	Clear Rewards: 
2002163	No weapons equipped
2002160	Select a Lost Item to discard
2002164	No active set effects.
2002165	[{0}]
2002166	{0} & {1}
2002167	Press {1} to view Rating for {0}
2002168	Not a Companio member.
2002169	Sharing failed
2002173	Locked
2002175	Cost: 
2002176	Challenge Mode
2002177	Unlocks Stamina Mode after clearing current difficulty level for the first time.
2002178	New Distortion Level not unlocked.
2002179	Clear Rewards
2002180	Chizuko Nagao
2002181	Rebellion
2002182	Saboteur
2002171	Supply Set Refreshes in:
2002183	Share Rating
2002172	Yumi Shiina
2002170	Press {1} to view Rating for {0}
2002184	Press to
view Rating
2002174	Simplified Battle Messages
2002185	Switch Box
2002186	Please enter your name.
2002187	Please sign your name (6 characters or less)
2002188	No discarded Lost Items
2002189	Main Attribute cannot be customized
2002190	Cannot be insta-killed
2002191	Can be partially insta-killed
2002192	Can be insta-killed
2002193	Select Attribute
2002194	Customize
2002219	Least number of actions: This difficulty level has not been attempted
2002220	Fewest actions: %s
2002221	Challenge Countdown: 
2002222	Highest Clear Difficulty: 
2002304	Will be used in order of %s
2002223	Least number of actions: 
2002224	Display the first 1000 Phantom Thieves
2002225	Ranking rewards will be distributed after the challenge ends.
2002226	Hope Line
2002227	Elucidator
2002228	Yumi Shiina
2002195	Tasks Left: 
2002196	Claimable
2002197	Claimed
2002198	Task Details
2002199	Thieves
2002200	Claim
2002201	Dispatch
2002202	Conditions
2002203	Rewards
2002204	Assign All
2002205	Task Complete
2002206	Settings Saved
2002229	Select Package (required)
2002230	Select Flavor (required)
2002231	Select Syrup
2002232	Select Décor
2002207	No match
2002208	Task Level
2002209	Tasks Claimable at Once: 
2002210	Refresh normal dispatch amount: 
2002211	Level Up Rewards: 
2002212	Rank {0} Ability Unlocked:

2002213	{0} Synergy Ability
2002214	Chance Encounter Rewards: 
2002215	Obtain {0}
2002217	Requires
2002218	Bonus
2002241	Dedicated Customer Support
2002242	Transcendence Level
2002243	Total Mult. +
2002246	Unlock when Wonder reaches level %s
2002247	The invited player has not yet registered the invitation code. Invite the player and have them register the code!
2002248	Recruit a Friend
2002249	Go to Recruitment
2002250	Link Invite Code
2002251	Unlocks when Wonder reaches level {0}
2002252	Upload Log
2002253	Hope Line
2002254	Already Linked
2002233	Clear to Unlock {0}{1}
2002234	Required
2002235	Unlock x{0}
2002236	Cost: 
2002237	You don't have enough {0}.
2002238	During Limited-Time Stages	 bringing along a designated Phantom Thieves member will grant an additional set reward bonus. Clearing with multiple designated members will compoud bonus rewards.
2002239	Clear {0}-{1} to unlock.
2002240	Stage has been locked.
2002257	Level limit reached. Please wait for the next version update.
2002258	Free once per day
2002260	Strategist
2002261	Ayaka Sakai
2002262	Riko Tanemura
2002263	A Cool Day in Sushi Village
2002264	Office Heroes
2002266	Respected Captain	 if you are enjoying Persona5: The Phantom X	 please leave a review. We eagerly await your opinions and feedback!
2002267	Goals
2002268	Screenshot and scan on WeChat to add our dedicated customer service account!
2002273	Your end-of-season rewards will be sent to your inbox.
2002274	Marthym's Big Sale
2002275	EXP: %s
2002276	Reach %s%s Rating.
2002292	Gold Ticket
2002293	4★ Phantom Thief Select
2002294	4★ Weapon Select
2002295	Orange Power Revelation
2002285	My invite code: 
2002286	Gold Ticket
2002287	Meta Jewels
2002288	Earn <color=#FAFD68>resplendant rewards</color> when a friend you invite takes part in an event!
2002289	Invitation from a Phantom Thief
2002290	Invited Phantom Thieves must enter the invite code below to recieve rewards!
2002291	Earn generous rewards such as Meta Jewels and Gold Tickets when a friend uses your invite code and completes an active task!
2002283	You have reached today's limit.
2002299	Please enter an invite code.
2002314	Invite code: 
2002321	Level limit reached. Please wait for the next version update.
2002344	Kotone Montagne
2002345	Crime and Punishment
2002322	<size=48>Claim Rewards</size>
2002323	Complete
2002269	Promises
%s/%s
2002270	Unlocks in %s
2002271	Completion of ending prerequesite quest is required.
2002272	Completion of previous stage unlocks story.
2002277	Total Points
2002278	Combo Bonus
2002279	Previous Best
2002280	Current Wave
2002281	Enemies defeated: %s
2002282	Highest Combo: %s
2002284	Complete the Introduction Story
2002296	Stage Suspended
2002297	Aim Sensitivity
2002298	Target Details
2002300	Kokatsu Academy seaside classes: Rediscover your seaside desires
2002301	Fun in the Sun
2002302	Waves of Fun
2002303	Takedown Score: %s
2002305	Chal<size=60>lenge
2002306	Time<size=60>limit
2002307	Clear Rewards
2002308	Foe Party
2002309	Details
2002310	Daily Limited-Time Quests: 
2002311	Limited-Time Quests Left Today: 
2002312	Weekly Limited-Time Quests: 
2002313	Limited-Time Quests Left This Week: 
2002315	Teammates have not yet been selected
2002316	Please choose the shape
2002400	Goal Time Left: 
2002317	Yellow
2002318	Green
2002319	Pink
2002320	Promise
2002327	Maximum level reached
2002328	There are no fireworks in your backpack. Let's go and make some!
2002329	Use the Trial Key to unlock the Secret Chapter.
2002330	Challenge Stage Progress: 
2002333	Save
2002334	Current
2002335	How to Get
2002336	???
2002337	Watch the fireworks alone
2002338	Insufficient Materials
2002340	Enable Commission Reward Notifications
2002341	Unlocks after spending <size=50><sprite=32></size><color=#0F69CA> X1</color>
2002342	An occurrence on a certain summer's day...
During the Kokatsu Academy off-campus excursion	 the students took a trip to Shirosato Beach to attend seaside classes.
There	 the Phantom Thieves unexpectedly experienced "Strange Changes on the Beach"...
2002343	This will begin a new timeline different form the current main story. Would you like to continue?
2002346	You can select fireworks from the backpack and customize an exclusive launch plan.
2002347	Unlock Memories
2002348	Summer Motoha Arai
2002349	Control
2002350	Added Bonus Rewards based on current party: 
2002324	High Score
2002325	Customer Satisfaction Rating
2002326	Customers Lost
2002351	Daily Amount: 
2002352	Weekly Amount: 
2002353	Open
2002354	Limted-Time Challenge Countdown: 
2002355	Mission completion is required
2002356	Shaved Ice to Beat the Heat / Start Making Shaved Ice
2002357	Item Conversion
2002358	Exchanged Items: 
2002359	This will convert similar items. Items that could exceed the hold limit will be returned.
2002366	Craft: 
2002367	A limted-time event to trade forged protagonist weapons has begun
2002368	Consuming 1 Colorful-quality weapon allows you to exchange <color=#FAFD68>%s</color>.
2002369	Forged
2002370	Weight
2002371	Target Item
2002372	<color=#FF423F>You couldn't convert to this item as you don't have enough materials of the same type.</color>
2002360	Stable
2002361	Distressed
2002362	Berserk
2002363	Highest Abnormality Level
2002364	Abnormality Level
2002365	Abnormality Effect
2002373	Medic
2002374	Summer Tomoko Noge
2002375	Press and hold to view weapon details
2002376	No exchangeable weapons found.
2002377	Synergy Ability
2002413	Contract Rate
2002414	No Special Most Wanted Draw
2002415	4★ Special Most Wanted Draw
2002416	5★ Special Most Wanted Draw
2002417	4★ 5★ Special Most Wanted Draw
2002418	No Special Most Wanted Rates
2002419	4★ Special Most Wanted Active
2002420	5★ Special Most Wanted Draw Active
2002421	4★ 5★ Special Most Wanted Draw
2002422	No Special Most Wanted Draw
2002423	5★ Special Most Wanted Draw
2002430	Today's Tasks
2002431	Today's Challenges
2002440	Synergy Ability
2002441	How to Unlock
2002378	Completing a challenge on a high difficulty level will increase the max abnormality level of the lower levels	 but lower difficulty levels will not influence the abnormality level of higher difficulty levels.
Standard Difficulty: %s
Punishing Difficulty: %s
Nightmare Difficulty: %s
2002383	Highest Abnormality Level and Difficulty: 
2002386	Level (Ascending)
2002387	Level (Descending)
2002388	Rarity (Ascending)
2002389	Rarity (Descending)
2002401	Sequence
2002402	Balanced Mode
2002403	Custom Difficulty
2002404	Sequence Unlock in: 
2002410	Unlocks in
2002411	Ends in 
2002412	Challenge Ended
2002424	Normal
2002425	Flat 1
2002426	Flat 2
2002379	Temporary Energy Storage
2002380	Acquire Energy
2002381	Exchange Energy
2002382	Quit
2002384	Collected Badges: {0}
2002444	★
2002445	★★
2002446	★★★
2002447	★★★★
2002448	★★★★★
2002478	Item Details
2002479	How to Get
2002385	Badge Book Collection: {0}
2002428	Rarity
2002451	Rarity-based contract rates
2002452	Rarity
2002484	Select Weapon (Standby)
2002453	Name
2002454	Rate
2002429	Thief Level
2002438	No abnormality effect has been selected
2002442	Pt. 1
2002443	Pt. 2
2002456	Highest Abnormality Level: 
2002457	Exclusive Badges Available
2002458	Complete the challenge to unlock
2002459	New Abnormality Effect
2002460	Complete high level challenges to update your highest abnormality level badge.
2002461	Abnormality Details
2002462	Press and hold the Abnormality Icon to check details
2002405	Phantom Thief Panel
2002406	Badge Panel
2002407	Show All Badges
2002487	About 20 min
2002408	Badge Details
2002409	Badge Settings
2002463	Abnormality Level
2002464	Complete the Challenge Goal
2002468	Clear History
2002469	<color=#EADE11>[Cleared]</color>
2002470	[Not Cleared]
2002473	Asura
2002474	Wraith of Envy
2002439	Kira Kitazato
2002465	Rewards based on ranking leaders will be distributed after the challenge ends.
2002466	Members: 
2002467	Attack {0} to obtain.
2002471	Draw 1
2002472	Draw 5
2002475	Normal
2002476	Filter by Selected Revelation Cards
2002477	Change Selected Filter
2002480	Capy B.'s Costume Party
2002481	Beast Bots Genesis
2002482	Accomplice Kira Kitazato Now Available
2002488	Purchase Music: Listen/BGM Change
2002432	Revelation Reprinting
2002490	Details
2002433	Sub-Attribute Plan
2002434	Reset
2002435	Lockable
2002436	Locked
2002437	No sub-attribute information. Please customize a set first.
2002483	Kira Kitazato's Exclusive Version Set
2002485	Get Now
2002486	Total
2002489	After disassembling	 the weapon will be converted into an item.
2002494	The event has not started yet.
2002495	It is recommended to play this event after completing the main story chapter Riko's Awakening. Otherwise	 it may affect how you experience the story.
2002496	Today's Challenge Attempts Left: 
2002500	tdxct-[2002500]
2002501	tdxct-[2002501]
2002502	Sinner of Wrath
2002503	Action Report
2002504	Open Source
2002505	tdxct-[2002505]
2002506	tdxct-[2002506]
2002507	tdxct-[2002507]
2002508	tdxct-[2002508]
2002509	Pyramid Arc
2002449	Revelation Reprinting complete.
2002450	Not Customized
2002510	Tasks update daily at 8 PM UTC
2002511	tdxct-[2002511]
2002491	Daily Task
2002492	This Season's Challenge
2002497	AAAAAA==
2002513	Futaba Sakura
2002514	Tasks update daily at 8 PM UTC
2002515	tdxct-[2002515]
2002516	tdxct-[2002516]
2002517	tdxct-[2002517]
2002518	tdxct-[2002518]
2002519	tdxct-[2002519]
2002520	tdxct-[2002520]
2002521	tdxct-[2002521]
2002522	tdxct-[2002522]
2002512	After obtaining an item	 you can select it from your bag to use it.
2002545	Point Limit: 
2002546	On days 2 and 3 of the event	 you can earn a max of 600 Tycoon Medals each.
2002547	Season 2 <size=40>Begins</size>!
2002548	Masaki Ashiya
2002549	Guardian
2002550	Masaki Ashiya Synergy Now Available
2002551	Masaki Ashiya's Exclusive Version Set
2002528	Manage Visitors
2002529	Phantom Thieves Visiting: 
2002523	Obtain {0} Revelation Cards
2002524	Revelation Cards
2002525	Inscribe
2002526	Current Cost: 
2002527	Currently Claimable: 
2002565	Pt. 1
2002566	Pt. 2
2002578	Spaceport Arc
2002555	A new Phantom Pass has been unlocked.
2002556	Obtain <size=72><sprite=37 tint=1></size><size=34><color=#FFE500> x5</color></size> from the season total when
you purchase a Premium Phantom Pass!
2002530	Max Visitor EXP reached
2002531	P Medals are full.
2002532	{0} is visiting.
2002533	{0} wants to talk to you...
2002534	Currently Claimable: {0}
2002535	{0}'s Visitor EXP has increased!
2002536	Phantom Thief visitor capacity: {0}
2002537	Unlock a Dialogue Event
2002538	Visitor EXP {0}:
2002539	Visitor EXP {0}:
2002540	Obtain {0}
2002557	Exchange <size=72><sprite=37 tint=1></size><size=28><color=#FFE500>x10 </color></size><size=28>for <color=#FFFFFF>5★ weapons</color>!<color=#FFE500> (Held Currently: %s)</color></size>
2002605	Prism Cognigem
2002543	Do you want to set it now?
2002544	Do you want to change to this item?
2002607	Use recommended team formation
2002552	Obtained
2002558	Do you want to purchase this track?
2002559	Do you want to purchase this image?
2002560	Do you want to purchase this item?
2002561	Do you want to change the BGM?
2002562	Do you want to change to this item?
2002563	Left Until Cap Reached
2002564	Remove Max Visitor EXP
2002567	Recover in %s
2002568	Ends in %s
2002569	Challenged %s times
2002570	The progress route is not unlocked.
2002571	Unlocks after earning %s stars in the Velvet Trials.
2002572	Battle %
2002573	Monitoring Points Passed: 
2002575	Spiritual Endurance used: 
2002576	In <color=#FFC000>%s</color>: Your Spiritual Endurance will increase by <color=#FFC000>%s</color> (Max: %s). All Phantom Thieves' Challenge Attempts will increase by <color=#FFC000>%s</color> (Max: %s).
2002577	Raise visitor level with {0}: 
2002579	How to Get: 
2002580	No effects yet.
2002581	Limit Reached
2002582	Unlocked
2002583	Visitor Level: {0}
2002584	Total Star Level
2002585	Yesterday's Star Rewards: 
2002586	You can earn rewards based on how many stars you earn.
2002591	Unlocks at Rank 17 with Kotone Montagne
2002592	Left this week: 
2002593	Unlock New Dialogue Event
2002596	Activation Cost
2002597	Level Up Materials
2002598	Please unlock the previous Mindscape first.
2002599	Increase %s by %s
2002600	Unlock
2002601	Level Up
2002606	%s Thoughts Linked
2002611	You can select what illustrations to display in the Thieves Den at the Gallery.
2002612	You can select this music for your Thieves Den using the music player.
2002594	Do you want to use the following to perform %s %d times?
2002595	(Paid: %d)
2002613	You can go to the second floor and change your appearance to {0}.
2002614	• Reach Den Level {0}.
2002615	Clear condition to purchase
2002616	The method to obtain the tool {0} has been unlocked.
2002617	The methods to obtain {1} tools including {0} have been unlocked.
2002618	The method to obtain the illustration {0} has been unlocked.
2002619	The methods to obtain {1} illustrations including {0} have been unlocked.
2002620	The method to obtain the music track {0} has been unlocked.
2002621	The methods to obtain {1} music tracks including {0} have been unlocked.
2002622	The method to obtain the exterior {0} has been unlocked.
2002608	Do you want to use the following to change your name?
2002609	Do you want to use the following to recover %d stamina?
2002623	The methods to obtain {1} exteriors including {0} have been unlocked.
2002624	You can now place this item in the Thieves Den!
2002625	You can now display this illustration in the Thieves Den!
2002626	You can now play this music in the Thieves Den!
2002627	You can now go to the second floor and change your appearance!
2002628	Current Ranks
2002629	Settings Saved
2002630	Visitor EXP
2002631	Rarity
2002632	You do not have enough <color=#FF423F>Mental Energy</color> to activate the device
2002633	Clear rewards already acquired
2002634	Item Filter
2002635	Purple
2002636	Orange
2002637	Rainbow
2002638	Metaverse Earnings
2002639	City Life Earnings
2002640	Battle Earnings
2002641	Training Earnings
2002642	Main
2002643	Thief Training
2002644	Metaverse Exploration
2002645	Unlock Battles
2002683	Unlocks at Den Level %s
2002718	The trial challenge	 Monitoring Point	 consumes Spiritual Endurance and Phantom Thief challenge attempts.
After each challenge is opened:
Increases every 7 days	 for a total of 3 times.
Final Spiritual Endurance limit: <color=#FFC000>%s</color>
Challenge attempt limit: <color=#FFC000>%s</color>
2002719	Astrolabe Time Remaining: <color=#FFC000>%s</color>
2002685	Completing Tomoko Noge's synergy story will provide a better play experience
2002646	City Life
2002647	Synergy
2002648	Unlock
Claim
2002649	Unlock
Purchase
2002650	Adjusted Purchase
2002651	Visitor EXP Up
2002652	Leveling up or unlocking Mindscape level will earn Mindscape Points.
2002653	Ambience Info: 
2002654	Shadow Intel: 
2002655	Challenge Party: 
2002656	Challenge Rewards: 
2002657	%s Effect: 
2002658	Rewards earned immediately: 
2002659	Rewards obtainable from completing goals: 
2002660	Completed {0} missions.
2002661	Standard
2002662	Bonus
2002663	Place a Phantom Thief to raise your
Visitor EXP and get P Medals
2002664	Gain {1} Visitor EXP
every {0} s
2002669	Summary of Mindscape Attribute Enhancement
2002671	Items Collected: {0}
2002672	Illustrations Collected: {0}
2002673	Songs Collected: {0}
2002674	Tiles Collected: {0}
2002676	Place Phantom Thief
2002677	Unlock at Den Level {0}
2002678	Claim
2002670	Turns Left: 
2002675	Obtain by purchasing Marthym's Rewards Card
2002679	Rewards
2002680	Level-Up Effect
2002681	Objects Unlocked
2002682	Effects
2002707	AAAAAA==
2002709	AAAAAA==
2002710	AAAAAA==
2002711	AAAAAA==
2002745	Pt Effect
2002713	Attribute
2002714	Prioritize this Bond
2002715	If you prioritize a bond	 there is a high chance of going on an outing with that accomplice.
2002716	Set
2002717	Cancel
2002720	AAAAAA==
2002733	Sales Record
2002734	Doll Name
2002735	Spent
2002736	Sales Time
2002738	AAAAAA==
2002739	AAAAAA==
2002740	AAAAAA==
2002741	AAAAAA==
2002749	Chat Message Push Notifications
2002769	Points:
2002788	No link on the current screen
2002803	Customize
2002809	Visitor
2002815	Display-
2002816	The screen has been applied with the selected settings. Do you want to save these settings?
If you do not do anything	 your settings will be reverted in <color=#FF423F>%s</color> seconds.
2002821	Score
2002822	Rarity
2002823	Level
2002824	All Level Rewards Collected
2002825	Qualia: 
2002826	Total Training Rating increased to level {0}
2002827	Phantom Thief Rating
2002879	Total Rating: 
2002880	Next Level Effect
2002881	Total Phantom Thief Rating
2002882	Enhanced Effect
2002883	Highest Total Rating
2002884	Total
2002885	Qualia Level Up
2002886	Qualia Level Details
2002887	Qualia Level Up Effect
2002888	Claim rewards
2002895	Confirm Cost
2002907	Held
2002908	After
2002894	Qualia Level increased.
New rewards available.
2002896	Thieves Den EXP Credit increased by {0}
2002920	Current Space-marked Revelation Cards can randomly produce the following sets:
2002937	Clear daily missions
to gain EXP!
2002938	Play Realm of Repression
to gain EXP!
2002939	Clear side missions
to gain EXP!
2002910	Confirm
2002922	Party is in use for Metro of Desire.
2002965	Trade History
2002968	Thieves Den can now be unlocked. Do you want to do so now? Unlocking before the side mission Break Open the Unknown may affect your relationship with the Saleswoman Shadow.
*This won't affect the story content.
2002969	Personal Data
2003038	Full Recovery
2003039	Cannot change party.
2003081	Claimable
2003085	No items.
2303008	Obtain Qualia EXP
when Phantom Thief Rating increases.
2303025	Premium Rewards (Partial)
2003078	Place Item
2303053	Blue
2003018	AAAAAA==
2002790	AAAAAA==
2002791	Claimed
2002792	AAAAAA==
2002807	AAAAAA==
2002789	AAAAAA==
